,Unnamed: 0,Id,Título,Questão,Tags,Pontuação,Visualizações,sem_code_tag,questoes tratadas
299,299,170542,É possível fazer um UPDATE com dados de outra tabela?,"<p>Sei que é possível executar um <code>INSERT</code> com dados de outra tabela:</p>

<pre><code>INSERT INTO Tabela (Col01, Col02, Col03)
    SELECT Col01, Col02, Col03
    FROM Outra_tabela
    WHERE Condicao = 'qualquer coisa'
</code></pre>

<p>Mas gostaria de fazer o mesmo com um <code>UPDATE</code>. Algo equivalente à isso:</p>

<pre><code>UPDATE Tabela SET Col01, Col02, Col03
    SELECT Col01, Col02, Col03
    FROM Outra_tabela
    WHERE Condicao = 'qualquer coisa'
WHERE Tabela.id = Outra_tabela.id
</code></pre>

<p>É possível? Como?</p>
",<sql><sql-server><sql-update>,34,6069,"Sei que é possível executar um CODE com dados de outra tabela:

CODE

Mas gostaria de fazer o mesmo com um CODE. Algo equivalente à isso:

CODE

É possível? Como?
",sei que é possível executar um code com dados de outra tabela code mas gostaria de fazer o mesmo com um code algo equivalente à isso code é possível como 
300,300,94028,Determinar se todos os dígitos são iguais,"<p>Recebe como parâmetro um valor numérico. Por exemplo, 888 ou 546. E tenho uma função que retorna um valor um <em>booleano</em> <code>true</code> se todos os números forem iguais ou <code>false</code> se forem diferentes. </p>

<p>Como procedo com o algoritmo?</p>
",<algoritmo><números><representação-numérica>,34,2502,"Recebe como parâmetro um valor numérico. Por exemplo, 888 ou 546. E tenho uma função que retorna um valor um booleano CODE se todos os números forem iguais ou CODE se forem diferentes. 

Como procedo com o algoritmo?
",recebe como parâmetro um valor numérico por exemplo ou e tenho uma função que retorna um valor um booleano code se todos os números forem iguais ou code se forem diferentes como procedo com o algoritmo 
301,301,34907,"Qual a diferença entre uma expressão lambda, um closure e um delegate?","<p>Pelo que eu andei lendo os três conceitos são bastante parecidos, mas eu fiquei confuso quanto a definição clara e exata deles.</p>

<p>Pelo que eu sei, uma expressão lambda por ser entendida como uma <em>função inline</em>, ou um procedimento que se passa para outro procedimento, como no pseudo-código abaixo:</p>

<pre><code>func(lambda (Type arg1, Type2 arg2) {
    doSomethingWithArgs()
}, anotherArg);
</code></pre>

<p>Entretanto o conceito que eu tenho de Closure é exatamente o mesmo de cima, com duas diferenças:</p>

<ul>
<li>Por alguma razão, parece importante destacar que um Closure referencia uma variável fora de seu escopo.</li>
<li>Closures podem ser atribuídos a variáveis e manipulados como se fossem objetos.</li>
</ul>

<p>Entretanto, recentemente andei aprendendo Groovy, que me apresentou um conceito de Closure ligeiramente diferente:</p>

<blockquote>
  <p>A Groovy Closure is like a ""code block"" or a method pointer. It is a piece of code that is defined and then executed at a later point. It has some special properties like implicit variables, support for currying and support for free variables (which we'll see later on). We'll ignore the nitty gritty details for now (see the formal definition if you want those) and look at some simple examples.
  (<a href=""http://groovy.codehaus.org/Closures"">Fonte</a>)</p>
</blockquote>

<p>Em palavras mais simples: Um Closure é um objeto Groovy (aliás: É um objeto Java) que se comporta como um bloco de código e um cidadão de primeira classe, que pode ser passado como parâmetro para métodos, atribuído a variáveis e ter sua assinatura de método redefinida.</p>

<p>Coincidentemente, o C# apresenta exatamente o mesmo conceito, que ele chama de Delegate. No entanto, a descrição dessa <em>feature</em> destaca que um delegate pode ser atribuído a outro método já existente que se conforme com sua assinatura.</p>

<blockquote>
  <p>A delegate is a type that safely encapsulates a method, similar to a function pointer in C and C++. Unlike C function pointers, delegates are object-oriented, type safe, and secure. The type of a delegate is defined by the name of the delegate. The following example declares a delegate named Del that can encapsulate a method that takes a string as an argument and returns void.
  <a href=""http://msdn.microsoft.com/en-us/library/ms173172.aspx"">Fonte</a></p>
</blockquote>

<p>Quais as diferenças entre uma expressão lambda, um closure e um delegate?</p>
",<c#><java><terminologia><groovy><closures>,33,1566,"Pelo que eu andei lendo os três conceitos são bastante parecidos, mas eu fiquei confuso quanto a definição clara e exata deles.

Pelo que eu sei, uma expressão lambda por ser entendida como uma função inline, ou um procedimento que se passa para outro procedimento, como no pseudo-código abaixo:

CODE

Entretanto o conceito que eu tenho de Closure é exatamente o mesmo de cima, com duas diferenças:


Por alguma razão, parece importante destacar que um Closure referencia uma variável fora de seu escopo.
Closures podem ser atribuídos a variáveis e manipulados como se fossem objetos.


Entretanto, recentemente andei aprendendo Groovy, que me apresentou um conceito de Closure ligeiramente diferente:


  A Groovy Closure is like a ""code block"" or a method pointer. It is a piece of code that is defined and then executed at a later point. It has some special properties like implicit variables, support for currying and support for free variables (which we'll see later on). We'll ignore the nitty gritty details for now (see the formal definition if you want those) and look at some simple examples.
  (Fonte)


Em palavras mais simples: Um Closure é um objeto Groovy (aliás: É um objeto Java) que se comporta como um bloco de código e um cidadão de primeira classe, que pode ser passado como parâmetro para métodos, atribuído a variáveis e ter sua assinatura de método redefinida.

Coincidentemente, o C# apresenta exatamente o mesmo conceito, que ele chama de Delegate. No entanto, a descrição dessa feature destaca que um delegate pode ser atribuído a outro método já existente que se conforme com sua assinatura.


  A delegate is a type that safely encapsulates a method, similar to a function pointer in C and C++. Unlike C function pointers, delegates are object-oriented, type safe, and secure. The type of a delegate is defined by the name of the delegate. The following example declares a delegate named Del that can encapsulate a method that takes a string as an argument and returns void.
  Fonte


Quais as diferenças entre uma expressão lambda, um closure e um delegate?
",pelo que eu andei lendo os três conceitos são bastante parecidos mas eu fiquei confuso quanto a definição clara e exata deles pelo que eu sei uma expressão lambda por ser entendida como uma função inline ou um procedimento que se passa para outro procedimento como no pseudocódigo abaixo code entretanto o conceito que eu tenho de closure é exatamente o mesmo de cima com duas diferenças por alguma razão parece importante destacar que um closure referencia uma variável fora de seu escopo closures podem ser atribuídos a variáveis e manipulados como se fossem objetos entretanto recentemente andei aprendendo groovy que me apresentou um conceito de closure ligeiramente diferente a groovy closure is like a code block or a method pointer it is a piece of code that is defined and then executed at a later point it has some special properties like implicit variables support for currying and support for free variables which well see later on well ignore the nitty gritty details for now see the formal definition if you want those and look at some simple examples fonte em palavras mais simples um closure é um objeto groovy aliás é um objeto java que se comporta como um bloco de código e um cidadão de primeira classe que pode ser passado como parâmetro para métodos atribuído a variáveis e ter sua assinatura de método redefinida coincidentemente o c apresenta exatamente o mesmo conceito que ele chama de delegate no entanto a descrição dessa feature destaca que um delegate pode ser atribuído a outro método já existente que se conforme com sua assinatura a delegate is a type that safely encapsulates a method similar to a function pointer in c and c unlike c function pointers delegates are objectoriented type safe and secure the type of a delegate is defined by the name of the delegate the following example declares a delegate named del that can encapsulate a method that takes a string as an argument and returns void fonte quais as diferenças entre uma expressão lambda um closure e um delegate 
302,302,101896,Como definir a versão de um software?,"<p>Gostaria de saber o que são e como funcionam os número das versões de softwares, como por exemplo <code>v1.1.2</code> o que significa ? Existe algum padrão ou recomendação para versões de aplicações web ?</p>
",<versionamento><software>,33,11878,"Gostaria de saber o que são e como funcionam os número das versões de softwares, como por exemplo CODE o que significa ? Existe algum padrão ou recomendação para versões de aplicações web ?
",gostaria de saber o que são e como funcionam os número das versões de softwares como por exemplo code o que significa existe algum padrão ou recomendação para versões de aplicações web 
303,303,152521,Há diferença entre informar o tamanho na condição do laço ou fora dele?,"<p>Se eu tenho um array ou uma coleção em um <code>Arraylist</code> e preciso percorrer seus elementos, ocasionalmente preciso fazer uso de laço de repetição. </p>

<p>Ex.:</p>

<pre><code>for(int i = 0; i &lt; arrayList.size(); i++){
  //iteração...
}
</code></pre>

<p>ou no caso de um array simples:</p>

<pre><code>for(int i = 0; i &lt; vetor.length; i++){
  //iteração...
}
</code></pre>

<p>Porém, já vi em alguns fóruns<sup>1</sup> dizerem que informar o tamanho fora da condição do laço é melhor, pois à cada iteração o laço não precisa ficar verificando o tamanho da lista e consequentemente tornando rápido. Algo como:</p>

<pre><code>int tamanho = arrayList.size();

for(int i = 0; i &lt; tamanho; i++){
  //iteração...
}

//no caso do array

int tamanho = vetor.length;

for(int i = 0; i &lt; tamanho; i++){
  //iteração...
}
</code></pre>

<p>Existe mesmo essa diferença de performance entre se informar o tamanho da lista fora ou na própria condição do laço?</p>

<p><sub><em>1 - não encontrei os links no momento.</em></sub>.</p>
",<java><desempenho><loop>,33,759,"Se eu tenho um array ou uma coleção em um CODE e preciso percorrer seus elementos, ocasionalmente preciso fazer uso de laço de repetição. 

Ex.:

CODE

ou no caso de um array simples:

CODE

Porém, já vi em alguns fóruns1 dizerem que informar o tamanho fora da condição do laço é melhor, pois à cada iteração o laço não precisa ficar verificando o tamanho da lista e consequentemente tornando rápido. Algo como:

CODE

Existe mesmo essa diferença de performance entre se informar o tamanho da lista fora ou na própria condição do laço?

1 - não encontrei os links no momento..
",se eu tenho um array ou uma coleção em um code e preciso percorrer seus elementos ocasionalmente preciso fazer uso de laço de repetição ex code ou no caso de um array simples code porém já vi em alguns fóruns dizerem que informar o tamanho fora da condição do laço é melhor pois à cada iteração o laço não precisa ficar verificando o tamanho da lista e consequentemente tornando rápido algo como code existe mesmo essa diferença de performance entre se informar o tamanho da lista fora ou na própria condição do laço não encontrei os links no momento 
304,304,15488,Como saber a medida certa de comentários?,"<p>Passei pelas linguagens PHP, C, C++, JavaScript e agora estou trabalhando com C#. Nesse tempo todo sempre ouvi dizer que é importante ter códigos bem comentados, mas eu nunca soube a medida certa de comentários. Ou comento de mais ou comento de menos.</p>

<p>Além disso, no C# tem aquele comentário com três barras que basicamente gera algo assim</p>

<pre><code>/// &lt;summary&gt;
/// 
/// &lt;/summary&gt;
/// &lt;returns&gt;&lt;/returns&gt;
</code></pre>

<p>E ainda tem um comentário que normalmente alguns programadores colocam no topo do código com várias informações como nome do programador, data, versão, etc.</p>

<p>Dessa forma, qual a medida certa de comentários para que eles ajudem na compreensão do código invés de simplesmente poluí-lo?</p>
",<c#><estilo-de-codificação><comentários>,33,1360,"Passei pelas linguagens PHP, C, C++, JavaScript e agora estou trabalhando com C#. Nesse tempo todo sempre ouvi dizer que é importante ter códigos bem comentados, mas eu nunca soube a medida certa de comentários. Ou comento de mais ou comento de menos.

Além disso, no C# tem aquele comentário com três barras que basicamente gera algo assim

CODE

E ainda tem um comentário que normalmente alguns programadores colocam no topo do código com várias informações como nome do programador, data, versão, etc.

Dessa forma, qual a medida certa de comentários para que eles ajudem na compreensão do código invés de simplesmente poluí-lo?
",passei pelas linguagens php c c javascript e agora estou trabalhando com c nesse tempo todo sempre ouvi dizer que é importante ter códigos bem comentados mas eu nunca soube a medida certa de comentários ou comento de mais ou comento de menos além disso no c tem aquele comentário com três barras que basicamente gera algo assim code e ainda tem um comentário que normalmente alguns programadores colocam no topo do código com várias informações como nome do programador data versão etc dessa forma qual a medida certa de comentários para que eles ajudem na compreensão do código invés de simplesmente poluílo 
305,305,48410,Exceções devem ser usadas para controle de fluxo?,"<p>Quando estudei Java, aprendi que exceções somente deveriam ser usadas em situações, bem, ""excepcionais"" (i.e. um erro, uma condição não prevista, etc), <em>jamais</em> para controle de fluxo normal. Não só por ser menos performático (criar uma exceção envolve montar um <em>stack trace</em>, dentre outras coisas) mas por ser menos ""elegante"" e ""correto"" - o ideal sendo testar as (pré-)condições antes de se fazer uma operação ou chamar um método. Ou, para <em>sinalizar</em> um erro ao chamador, usar um <a href=""https://pt.stackoverflow.com/q/21767/215"">código de erro</a> ou similar. Somente nos casos realmente imprevisíveis é que seria adequado se usar um <code>try...catch</code>.</p>

<p>Entretanto, ao aprender Python me deparei com uma filosofia bastante diferente: nessa linguagem há muitos casos em que o modo recomendado (e às vezes o único modo) de se tratar uma condição indesejada é tentar executá-la e, se algo der errado, capturar a exceção. Não há menção a performance, e muitas vezes justifica-se essa abordagem para se prevenir condições de corrida (ex.: em vez de testar se um arquivo existe antes de abri-lo, simplesmente abra-o de uma vez! Afinal, ele poderia ser apagado entre o teste e o uso, e se o programa não está preparado para isso seu comportamento nessa situação pode ficar incorreto).</p>

<p>Entendo que se uma linguagem/plataforma segue um determinado paradigma, é aconselhável se ater a ele, nem que seja por questões de consistência. Mas assumindo-se que não só linguagens novas possam ser criadas, como as existentes possam ser aprimoradas, pergunto: existem vantagens claras de um desses paradigmas sobre o outro? Ou talvez situações específicas em que se justifique usar um ou outro padrão, mesmo que contrarie as recomendações ""oficiais""? Que parâmetros eu devo observar ao decidir entre uma abordagem e outra? (a título de exemplo, há muitas situações em que o argumento da condição de corrida não se aplica - quando os dados envolvidos na operação são imutáveis, por exemplo.)</p>

<p>Por fim, há algum meio termo razoável que combine os benefícios de ambos sem que o ônus caia no programador? (por exemplo, poderia testar se o arquivo existe <em>e</em> usar um <code>try/catch</code> em seguida, mas isso seria redundante) Nota: peço que esse último ponto, caso abordado na resposta, venha acompanhado de fontes confiáveis, para evitar mera especulação.</p>

<blockquote>
  <p>P.S. Algumas referências demonstrando que esse uso ""corriqueiro"" de exceções é de fato bastante recomendado na comunidade Python, em oposição à maioria das outras:</p>
  
  <ul>
  <li><a href=""https://stackoverflow.com/q/7604636/520779"">""Better to 'try' something and catch the exception or test if its possible first to avoid an exception?""</a></li>
  <li><a href=""https://stackoverflow.com/q/16138232/520779"">""Is it a good practice to use try-except-else in python?""</a></li>
  <li><a href=""https://stackoverflow.com/q/354038/520779"">""How do I check if a string is a number in Python?""</a></li>
  <li><a href=""http://doughellmann.com/2009/06/19/python-exception-handling-techniques.html"" rel=""noreferrer"">""Python Exception Handling Techniques""</a></li>
  <li><a href=""https://docs.python.org/2.7/glossary.html#term-lbyl"" rel=""noreferrer""><em>""Look Before You Leap""</em></a> vs. <a href=""https://docs.python.org/2.7/glossary.html#term-eafp"" rel=""noreferrer""><em>""Easier to Ask for Forgiveness than Permission""</em></a></li>
  <li><a href=""http://www.diveintopython.net/file_handling/"" rel=""noreferrer"">Exceptions and File Handling</a> - Dive Into Python</li>
  </ul>
</blockquote>
",<exceção><design-de-linguagem><controle-de-fluxo>,33,1638,"Quando estudei Java, aprendi que exceções somente deveriam ser usadas em situações, bem, ""excepcionais"" (i.e. um erro, uma condição não prevista, etc), jamais para controle de fluxo normal. Não só por ser menos performático (criar uma exceção envolve montar um stack trace, dentre outras coisas) mas por ser menos ""elegante"" e ""correto"" - o ideal sendo testar as (pré-)condições antes de se fazer uma operação ou chamar um método. Ou, para sinalizar um erro ao chamador, usar um código de erro ou similar. Somente nos casos realmente imprevisíveis é que seria adequado se usar um CODE.

Entretanto, ao aprender Python me deparei com uma filosofia bastante diferente: nessa linguagem há muitos casos em que o modo recomendado (e às vezes o único modo) de se tratar uma condição indesejada é tentar executá-la e, se algo der errado, capturar a exceção. Não há menção a performance, e muitas vezes justifica-se essa abordagem para se prevenir condições de corrida (ex.: em vez de testar se um arquivo existe antes de abri-lo, simplesmente abra-o de uma vez! Afinal, ele poderia ser apagado entre o teste e o uso, e se o programa não está preparado para isso seu comportamento nessa situação pode ficar incorreto).

Entendo que se uma linguagem/plataforma segue um determinado paradigma, é aconselhável se ater a ele, nem que seja por questões de consistência. Mas assumindo-se que não só linguagens novas possam ser criadas, como as existentes possam ser aprimoradas, pergunto: existem vantagens claras de um desses paradigmas sobre o outro? Ou talvez situações específicas em que se justifique usar um ou outro padrão, mesmo que contrarie as recomendações ""oficiais""? Que parâmetros eu devo observar ao decidir entre uma abordagem e outra? (a título de exemplo, há muitas situações em que o argumento da condição de corrida não se aplica - quando os dados envolvidos na operação são imutáveis, por exemplo.)

Por fim, há algum meio termo razoável que combine os benefícios de ambos sem que o ônus caia no programador? (por exemplo, poderia testar se o arquivo existe e usar um CODE em seguida, mas isso seria redundante) Nota: peço que esse último ponto, caso abordado na resposta, venha acompanhado de fontes confiáveis, para evitar mera especulação.


  P.S. Algumas referências demonstrando que esse uso ""corriqueiro"" de exceções é de fato bastante recomendado na comunidade Python, em oposição à maioria das outras:
  
  
  ""Better to 'try' something and catch the exception or test if its possible first to avoid an exception?""
  ""Is it a good practice to use try-except-else in python?""
  ""How do I check if a string is a number in Python?""
  ""Python Exception Handling Techniques""
  ""Look Before You Leap"" vs. ""Easier to Ask for Forgiveness than Permission""
  Exceptions and File Handling - Dive Into Python
  

",quando estudei java aprendi que exceções somente deveriam ser usadas em situações bem excepcionais ie um erro uma condição não prevista etc jamais para controle de fluxo normal não só por ser menos performático criar uma exceção envolve montar um stack trace dentre outras coisas mas por ser menos elegante e correto o ideal sendo testar as précondições antes de se fazer uma operação ou chamar um método ou para sinalizar um erro ao chamador usar um código de erro ou similar somente nos casos realmente imprevisíveis é que seria adequado se usar um code entretanto ao aprender python me deparei com uma filosofia bastante diferente nessa linguagem há muitos casos em que o modo recomendado e às vezes o único modo de se tratar uma condição indesejada é tentar executála e se algo der errado capturar a exceção não há menção a performance e muitas vezes justificase essa abordagem para se prevenir condições de corrida ex em vez de testar se um arquivo existe antes de abrilo simplesmente abrao de uma vez afinal ele poderia ser apagado entre o teste e o uso e se o programa não está preparado para isso seu comportamento nessa situação pode ficar incorreto entendo que se uma linguagemplataforma segue um determinado paradigma é aconselhável se ater a ele nem que seja por questões de consistência mas assumindose que não só linguagens novas possam ser criadas como as existentes possam ser aprimoradas pergunto existem vantagens claras de um desses paradigmas sobre o outro ou talvez situações específicas em que se justifique usar um ou outro padrão mesmo que contrarie as recomendações oficiais que parâmetros eu devo observar ao decidir entre uma abordagem e outra a título de exemplo há muitas situações em que o argumento da condição de corrida não se aplica quando os dados envolvidos na operação são imutáveis por exemplo por fim há algum meio termo razoável que combine os benefícios de ambos sem que o ônus caia no programador por exemplo poderia testar se o arquivo existe e usar um code em seguida mas isso seria redundante nota peço que esse último ponto caso abordado na resposta venha acompanhado de fontes confiáveis para evitar mera especulação ps algumas referências demonstrando que esse uso corriqueiro de exceções é de fato bastante recomendado na comunidade python em oposição à maioria das outras better to try something and catch the exception or test if its possible first to avoid an exception is it a good practice to use tryexceptelse in python how do i check if a string is a number in python python exception handling techniques look before you leap vs easier to ask for forgiveness than permission exceptions and file handling dive into python 
306,306,122452,Como escolher entre NoSQL e SQL?,"<p>Os bancos de dados NoSQL estão aí, e uma dúvida que sempre tenho ao iniciar um projeto é quais critérios utilizar para escolher entre um banco relacional ou não. </p>

<p>Como avaliar o meu projeto para saber a melhor opção para ele?</p>
",<mysql><sql><banco-de-dados><mongodb><nosql>,33,2500,"Os bancos de dados NoSQL estão aí, e uma dúvida que sempre tenho ao iniciar um projeto é quais critérios utilizar para escolher entre um banco relacional ou não. 

Como avaliar o meu projeto para saber a melhor opção para ele?
",os bancos de dados nosql estão aí e uma dúvida que sempre tenho ao iniciar um projeto é quais critérios utilizar para escolher entre um banco relacional ou não como avaliar o meu projeto para saber a melhor opção para ele 
307,307,84178,Por que dizem que utilizar @ arroba pra suprimir erros é uma má prática?,"<p>No PHP, podemos suprimir erros utilizando o <code>arroba</code> antes de determinadas expressões.</p>

<p>Isso pode ser visto em: <a href=""https://pt.stackoverflow.com/questions/50166/qual-a-fun%C3%A7%C3%A3o-do-no-inicio-de-express%C3%B5es-em-php/50167#50167"">Qual a fun&#231;&#227;o do &#39;@&#39; no inicio de express&#245;es em PHP</a></p>

<p>Já assisti alguns hangouts sobre PHP e o pessoal estava criticando a utilização do <code>@</code> no PHP, pela tese de que um erro deve ser tratado, e não escondido.</p>

<p>O problema é que algumas funções do PHP retornam as vezes ""mensagens indesejadas"", como no caso do <code>unlink</code>, que, ao não encontrar o arquivo para deletar, emite um <code>E_WARNING</code>.</p>

<p>Nesse caso, eu sempre utilizo o <code>@</code>.</p>

<p>Por exemplo:</p>

<pre><code> if (@unlink($filename)) {
     echo ""Arquivo deletado com sucesso"";
 }
</code></pre>

<p>Pois com o <code>@</code> o erro será suprimido e apenas retornará <code>FALSE</code> caso haja alguma falha. E isso é explicado na <a href=""https://pt.stackoverflow.com/a/50167/4995"">resposta</a> do <a href=""https://pt.stackoverflow.com/users/91/rray"">@rray</a>.</p>

<p>Eu tenho algumas perguntas a fazer a respeito dessa prática:</p>

<ul>
<li><p>Do ponto de vista do desenvolvimento, eu deveria utilizar um <code>@</code> arroba para casos como da função <code>unlink</code>, ou configurar a exibição de erros para ocultar <code>E_WARNING</code>, ou fazer um <code>file_exists</code> (em relação ao uso de <code>unlink</code>)  antes de fazer <code>unlink</code>?</p></li>
<li><p>O arroba pode ser prejudicial para o desempenho de uma aplicação? Ou o desencorajamento quanto ao uso do <code>@</code> só existe por questões de boas práticas de programação?</p></li>
</ul>
",<php><desempenho><estilo-de-codificação>,33,1553,"No PHP, podemos suprimir erros utilizando o CODE antes de determinadas expressões.

Isso pode ser visto em: Qual a fun&#231;&#227;o do &#39;@&#39; no inicio de express&#245;es em PHP

Já assisti alguns hangouts sobre PHP e o pessoal estava criticando a utilização do CODE no PHP, pela tese de que um erro deve ser tratado, e não escondido.

O problema é que algumas funções do PHP retornam as vezes ""mensagens indesejadas"", como no caso do CODE, que, ao não encontrar o arquivo para deletar, emite um CODE.

Nesse caso, eu sempre utilizo o CODE.

Por exemplo:

CODE

Pois com o CODE o erro será suprimido e apenas retornará CODE caso haja alguma falha. E isso é explicado na resposta do @rray.

Eu tenho algumas perguntas a fazer a respeito dessa prática:


Do ponto de vista do desenvolvimento, eu deveria utilizar um CODE arroba para casos como da função CODE, ou configurar a exibição de erros para ocultar CODE, ou fazer um CODE (em relação ao uso de CODE)  antes de fazer CODE?
O arroba pode ser prejudicial para o desempenho de uma aplicação? Ou o desencorajamento quanto ao uso do CODE só existe por questões de boas práticas de programação?

",no php podemos suprimir erros utilizando o code antes de determinadas expressões isso pode ser visto em qual a funo do no inicio de expresses em php já assisti alguns hangouts sobre php e o pessoal estava criticando a utilização do code no php pela tese de que um erro deve ser tratado e não escondido o problema é que algumas funções do php retornam as vezes mensagens indesejadas como no caso do code que ao não encontrar o arquivo para deletar emite um code nesse caso eu sempre utilizo o code por exemplo code pois com o code o erro será suprimido e apenas retornará code caso haja alguma falha e isso é explicado na resposta do rray eu tenho algumas perguntas a fazer a respeito dessa prática do ponto de vista do desenvolvimento eu deveria utilizar um code arroba para casos como da função code ou configurar a exibição de erros para ocultar code ou fazer um code em relação ao uso de code antes de fazer code o arroba pode ser prejudicial para o desempenho de uma aplicação ou o desencorajamento quanto ao uso do code só existe por questões de boas práticas de programação 
308,308,1559,Qual a função do operador ~ (til) em JavaScript?,"<p>Tentei procurar pelo Google e no SOEN, mas não encontrei nenhuma referência ao operador <code>~</code>, descobri que ele existe, pois estava lendo um livro sobre JavaScript e tinha um exemplo utilizando ele, mas o autor também não havia feito nenhuma referência ao til antes.</p>

<pre class=""lang-javascript prettyprint-override""><code>var i = 10;
var j = ~i;    // j = -11
var l = ~-i;   // l = 9
var x = ~true; // x = -2
var y = ~false;// y = -1
</code></pre>

<p>Qual a função do operador <code>~</code> e quando ele é geralmente utilizado?</p>
",<javascript><operadores>,33,1161,"Tentei procurar pelo Google e no SOEN, mas não encontrei nenhuma referência ao operador CODE, descobri que ele existe, pois estava lendo um livro sobre JavaScript e tinha um exemplo utilizando ele, mas o autor também não havia feito nenhuma referência ao til antes.

CODE

Qual a função do operador CODE e quando ele é geralmente utilizado?
",tentei procurar pelo google e no soen mas não encontrei nenhuma referência ao operador code descobri que ele existe pois estava lendo um livro sobre javascript e tinha um exemplo utilizando ele mas o autor também não havia feito nenhuma referência ao til antes code qual a função do operador code e quando ele é geralmente utilizado 
309,309,15916,Qual o papel dos padrões de arquitetura em orientação a objeto?,"<p>Essa pergunta parece ter uma resposta óbvia, mas eu confesso que ainda não peguei a ideia sozinho. Estou trabalhando com orientação a objetos desde 2011, principalmente voltado para desenvolvimento web. Logo que comecei já ouvi falar sobre MVC. Quando peguei um livro de MVC pra ler ele citava muitos outros padrões de arquitetura, entre eles o MVVM e o MVP.</p>

<p>Mas qual o real papel desses padrões de arquitetura? Sempre que vamos fazer um projeto orientado a objetos escolhemos algum padrão pra basear ele? Claro que é possível criar um novo projeto e sair programando sem padrão nenhum, mas na prática sempre escolhe-se um padrão pra basear o projeto?</p>

<p>Além disso, me parece que a decisão dos padrões se baseia em última instância não no modelo de domínio mas na interface com o usuário. Digo isso porque vi o seguinte: a motivação para o MVC na web é o fato do HTTP não manter estado, o fato da interface com o usuário ser na web. O MVVM aparece em cenários onde há estado, ou seja, o fato da interface com o usuário permitir isso, e por ai vai. Como é feita essa escolha de padrão?</p>
",<orientação-a-objetos><mvc><design-pattern><engenharia-de-software><mvvm>,33,1317,"Essa pergunta parece ter uma resposta óbvia, mas eu confesso que ainda não peguei a ideia sozinho. Estou trabalhando com orientação a objetos desde 2011, principalmente voltado para desenvolvimento web. Logo que comecei já ouvi falar sobre MVC. Quando peguei um livro de MVC pra ler ele citava muitos outros padrões de arquitetura, entre eles o MVVM e o MVP.

Mas qual o real papel desses padrões de arquitetura? Sempre que vamos fazer um projeto orientado a objetos escolhemos algum padrão pra basear ele? Claro que é possível criar um novo projeto e sair programando sem padrão nenhum, mas na prática sempre escolhe-se um padrão pra basear o projeto?

Além disso, me parece que a decisão dos padrões se baseia em última instância não no modelo de domínio mas na interface com o usuário. Digo isso porque vi o seguinte: a motivação para o MVC na web é o fato do HTTP não manter estado, o fato da interface com o usuário ser na web. O MVVM aparece em cenários onde há estado, ou seja, o fato da interface com o usuário permitir isso, e por ai vai. Como é feita essa escolha de padrão?
",essa pergunta parece ter uma resposta óbvia mas eu confesso que ainda não peguei a ideia sozinho estou trabalhando com orientação a objetos desde principalmente voltado para desenvolvimento web logo que comecei já ouvi falar sobre mvc quando peguei um livro de mvc pra ler ele citava muitos outros padrões de arquitetura entre eles o mvvm e o mvp mas qual o real papel desses padrões de arquitetura sempre que vamos fazer um projeto orientado a objetos escolhemos algum padrão pra basear ele claro que é possível criar um novo projeto e sair programando sem padrão nenhum mas na prática sempre escolhese um padrão pra basear o projeto além disso me parece que a decisão dos padrões se baseia em última instância não no modelo de domínio mas na interface com o usuário digo isso porque vi o seguinte a motivação para o mvc na web é o fato do http não manter estado o fato da interface com o usuário ser na web o mvvm aparece em cenários onde há estado ou seja o fato da interface com o usuário permitir isso e por ai vai como é feita essa escolha de padrão 
310,310,41499,"IF, ELSE IF, ELSE ou IF IF IF. Quando usar, qual a diferença?","<p>É uma questão bem básica, porém que me intriga bastante. Vejam o código abaixo:</p>

<pre><code>var bola = ""redonda"";
if(bola == ""comestivel"") return comer();
if(bola == ""liquida"") return beber();
if(bola == ""redonda"") chutar();
</code></pre>

<p>Agora vejam o mesmo com <code>if</code>, <code>else if</code> e <code>else</code></p>

<pre><code>var bola = ""redonda"";
if(bola == ""comestivel"") return comer();
else if(bola == ""liquida"") return beber();
else chutar();
</code></pre>

<p>Ou seja, o mesmo fim pode ser obtido de ambas as maneiras.</p>

<p>O <code>else if</code> e <code>else</code> não teriam apenas efeito semântico?</p>
",<javascript><if><else><condição>,33,39652,"É uma questão bem básica, porém que me intriga bastante. Vejam o código abaixo:

CODE

Agora vejam o mesmo com CODE, CODE e CODE

CODE

Ou seja, o mesmo fim pode ser obtido de ambas as maneiras.

O CODE e CODE não teriam apenas efeito semântico?
",é uma questão bem básica porém que me intriga bastante vejam o código abaixo code agora vejam o mesmo com code code e code code ou seja o mesmo fim pode ser obtido de ambas as maneiras o code e code não teriam apenas efeito semântico 
